# TIC 0101233501_morp_ 0.394_T0_ 1676.679922_P_ 14.5457400.csv, none
# name, value
id,TIC 0101233501_morp_ 0.394_T0_ 1676.679922_P_ 14.5457400.csv,target identifier
e_phys,0.4867706787271676,eccentricity of the physical model
w_phys,0.17188707206874546,argument of periastron of the physical model
i_phys,1.2263772354059497,inclination (radians) of the physical model
r_sum_phys,0.31977515131160655,sum of fractional radii of the physical model
r_rat_phys,32.631425502866676,radius ratio of the physical model
sb_rat_phys,1.434439164300327,surface brightness ratio of the physical model
ecosw_err_l,-1.0,lower HDI error estimate in ecosw
ecosw_err_u,-1.0,upper HDI error estimate in ecosw
esinw_err_l,-1.0,lower HDI error estimate in esinw
esinw_err_u,-1.0,upper HDI error estimate in esinw
cosi_err_l,-1.0,lower HDI error estimate in cosi
cosi_err_u,-1.0,upper HDI error estimate in cosi
phi_0_err_l,-1.0,lower HDI error estimate in phi_0
phi_0_err_u,-1.0,upper HDI error estimate in phi_0
log_rr_err_l,-1.0,lower HDI error estimate in log_rr
log_rr_err_u,-1.0,upper HDI error estimate in log_rr
log_sb_err_l,-1.0,lower HDI error estimate in log_sb
log_sb_err_u,-1.0,upper HDI error estimate in log_sb
e_err_l,-1.0,lower HDI error estimate in e
e_err_u,-1.0,upper HDI error estimate in e
w_err_l,-1.0,lower HDI error estimate in w
w_err_u,-1.0,upper HDI error estimate in w
i_err_l,-1.0,lower HDI error estimate in i
i_err_u,-1.0,upper HDI error estimate in i
r_sum_err_l,-1.0,lower HDI error estimate in r_sum
r_sum_err_u,-1.0,upper HDI error estimate in r_sum
r_rat_err_l,-1.0,lower HDI error estimate in r_rat
r_rat_err_u,-1.0,upper HDI error estimate in r_rat
sb_rat_err_l,-1.0,lower HDI error estimate in sb_rat
sb_rat_err_u,-1.0,upper HDI error estimate in sb_rat
n_param_phys,58.0,number of parameters after physical model optimisation
bic_phys,-203427.9567894519,BIC after physical model optimisation
noise_level_phys,0.0008209231772822784,noise level after physical model optimisation
total_freqs,16,total number of frequencies
passed_sigma,16,number of frequencies that passed the sigma test
passed_snr,7,number of frequencies that passed the S/R test
passed_both,7,number of frequencies that passed both tests
passed_harmonics,3,number of harmonics that passed both tests
std_1,0.0008209231772822784,Standard deviation of the residuals of the linear+sinusoid+eclipse model
std_2,0.0008739954856129566,Standard deviation of the residuals of the linear+eclipse model
std_3,0.000868956958408046,Standard deviation of the residuals of the linear+harmonic 1 and 2+eclipse model
std_4,0.0008417588357762835,Standard deviation of the residuals of the linear+non-harmonic sinusoid+eclipse model
ratio_1_1,1.298434510150404,Ratio of the first eclipse depth to std_1
ratio_1_2,1.0225337794565053,Ratio of the second eclipse depth to std_1
ratio_2_1,1.219588660481551,Ratio of the first eclipse depth to std_2
ratio_2_2,0.960441664662812,Ratio of the second eclipse depth to std_2
ratio_3_1,1.22666027730351,Ratio of the first eclipse depth to std_3
ratio_3_2,0.9660106533328593,Ratio of the second eclipse depth to std_3
ratio_4_1,1.266294974596405,Ratio of the first eclipse depth to std_4
ratio_4_2,0.997223484248624,Ratio of the second eclipse depth to std_4
