,#,bjd,phase,raw_flux,raw_err,corr_flux,corr_err,dtr_flux,dtr_err
0,56107.16061472,-0.22284015,1.018632,0.000245,1.17285,0.000293,1.009676,0.000242,
1,56107.18104901,-0.20010814,1.011309,0.000245,1.164091,0.000293,1.002369,0.000243,
2,56107.20148319,-0.17737624,1.012486,0.000245,1.165331,0.000293,1.003487,0.000243,
3,56107.22191758,-0.15464411,1.003977,0.000245,1.155115,0.000293,0.995006,0.000243,
4,56107.24235186,-0.1319121,1.000944,0.000245,1.151385,0.000293,0.991953,0.000243,
5,56107.26278605,-0.1091802,1.000255,0.000245,1.150514,0.000293,0.991223,0.000243,
6,56107.28322043,-0.08644808,0.992275,0.000245,1.140913,0.000294,0.983269,0.000243,
7,56107.30365472,-0.06371606,0.975068,0.000245,1.120213,0.000294,0.966173,0.000243,
8,56107.3240889,-0.04098416,0.913529,0.000245,1.04617,0.000294,0.905153,0.000243,
9,56107.34452329,-0.01825203,0.865582,0.000245,0.988459,0.000294,0.857606,0.000243,
10,56107.36495747,0.00447986,0.855175,0.000245,0.975939,0.000294,0.847256,0.000243,
11,56107.38539185,0.02721198,0.891844,0.000245,1.019947,0.000294,0.883545,0.000243,
12,56107.40582614,0.049944,0.955646,0.000245,1.096607,0.000294,0.94671,0.000243,
13,56107.42626032,0.07267589,0.992095,0.000245,1.140353,0.000294,0.982774,0.000243,
14,56107.4466947,0.09540801,1.002824,0.000245,1.153243,0.000294,0.993358,0.000243,
15,56107.46712898,0.11814002,1.006527,0.000245,1.157622,0.000294,0.996982,0.000243,
16,56107.48756317,0.14087193,1.011191,0.000245,1.163185,0.000294,1.001557,0.000243,
17,56107.50799755,0.16360405,1.016933,0.000245,1.170047,0.000294,1.0072,0.000243,
18,56107.52843183,0.18633605,1.020022,0.000245,1.173737,0.000294,1.010215,0.000243,
19,56107.54886611,0.20906806,1.022169,0.000245,1.17625,0.000294,1.012298,0.000243,
20,56107.56930039,0.23180007,1.026907,0.000245,1.181917,0.000294,1.016946,0.000243,
21,56107.58973467,0.25453207,1.026464,0.000245,1.181366,0.000294,1.016463,0.000243,
22,56107.61016905,0.27726419,1.026399,0.000246,1.181263,0.000294,1.016356,0.000243,
23,56107.63060323,0.29999609,1.026367,0.000246,1.181174,0.000295,1.016281,0.000243,
24,56107.65103752,0.32272811,1.020041,0.000245,1.173526,0.000294,1.009975,0.000243,
25,56107.6714719,0.34546023,1.020004,0.000245,1.173447,0.000294,1.009896,0.000243,
26,56107.69190608,0.36819212,1.015257,0.000245,1.167701,0.000294,1.005154,0.000243,
27,56107.71234036,0.39092413,1.011501,0.000245,1.163162,0.000294,1.001394,0.000243,
28,56107.73277473,0.41365624,1.010525,0.000245,1.161949,0.000294,1.000387,0.000243,
29,56107.75320901,0.43638824,0.995707,0.000245,1.144101,0.000294,0.985677,0.000243,
30,56107.77364319,0.45912014,0.980183,0.000245,1.125427,0.000294,0.97027,0.000243,
31,56107.79407757,0.48185226,0.960849,0.000245,1.102153,0.000294,0.951094,0.000243,
32,56107.81451185,-0.49541574,0.953703,0.000245,1.093514,0.000294,0.943982,0.000243,
33,56107.85538041,-0.44995172,0.985074,0.000245,1.131147,0.000294,0.974956,0.000242,
34,56107.87581469,-0.42721971,1.003699,0.000245,1.153555,0.000294,0.993351,0.000242,
35,56107.89624906,-0.40448761,1.007178,0.000245,1.157685,0.000294,0.996755,0.000242,
36,56107.91668324,-0.38175571,1.004196,0.000245,1.154073,0.000294,0.993765,0.000242,
37,56107.93711752,-0.3590237,1.018316,0.000245,1.170985,0.000293,1.0077,0.000242,
38,56107.95755189,-0.3362916,1.011432,0.000245,1.162731,0.000293,1.000849,0.000242,
39,56107.97798607,-0.3135597,1.020807,0.000245,1.173938,0.000293,1.010088,0.000242,
40,56107.99842035,-0.29082769,1.019902,0.000244,1.172807,0.000293,1.009155,0.000242,
41,56108.01885462,-0.2680957,1.019193,0.000244,1.171899,0.000293,1.008415,0.000242,
42,56108.0392889,-0.24536369,1.024541,0.000244,1.178339,0.000293,1.013669,0.000242,
43,56108.05972328,-0.22263157,1.014603,0.000244,1.166353,0.000293,1.003799,0.000242,
44,56108.08015745,-0.19989969,1.019642,0.000244,1.172415,0.000293,1.008748,0.000242,
45,56108.10059173,-0.17716768,1.008345,0.000244,1.158766,0.000293,0.997535,0.000242,
46,56108.1210261,-0.15443557,1.010056,0.000244,1.160842,0.000293,0.999192,0.000241,
47,56108.14146028,-0.13170368,1.003477,0.000244,1.152908,0.000293,0.992648,0.000241,
48,56108.16189455,-0.10897168,1.000344,0.000244,1.14911,0.000293,0.989513,0.000241,
49,56108.18232893,-0.08623956,0.997646,0.000244,1.145849,0.000293,0.986809,0.000241,
50,56108.2027631,-0.06350768,0.972667,0.000244,1.115802,0.000293,0.962068,0.000241,
51,56108.22319738,-0.04077567,0.922054,0.000244,1.054947,0.000293,0.911975,0.000241,
52,56108.24363175,-0.01804356,0.86587,0.000244,0.987408,0.000293,0.856375,0.000241,
53,56108.26406602,0.00468843,0.860555,0.000244,0.981005,0.000293,0.851089,0.000241,
54,56108.2845003,0.02742044,0.893784,0.000244,1.020928,0.000293,0.883922,0.000241,
55,56108.30493457,0.05015244,0.957506,0.000244,1.097489,0.000293,0.94691,0.000241,
56,56108.32536884,0.07288443,0.999214,0.000244,1.147581,0.000293,0.988123,0.000241,
57,56108.34580312,0.09561644,1.002895,0.000244,1.15202,0.000293,0.991729,0.000241,
58,56108.36623739,0.11834844,1.011315,0.000244,1.162091,0.000293,1.000022,0.000241,
59,56108.38667166,0.14108043,1.01423,0.000244,1.1656,0.000293,1.002872,0.000241,
60,56108.40710603,0.16381254,1.016844,0.000244,1.168702,0.000293,1.005424,0.000241,
61,56108.42754021,0.18654444,1.024429,0.000244,1.177812,0.000293,1.012891,0.000241,
62,56108.44797448,0.20927643,1.026483,0.000244,1.180265,0.000293,1.014889,0.000241,
63,56108.46840885,0.23200854,1.029008,0.000244,1.18333,0.000293,1.017353,0.000241,
64,56108.48884302,0.25474042,1.031534,0.000244,1.186309,0.000293,1.019818,0.000241,
65,56108.50927739,0.27747253,1.026515,0.000244,1.180279,0.000293,1.014824,0.000241,
66,56108.52971166,0.30020453,1.029757,0.000244,1.184142,0.000293,1.017997,0.000241,
