KIC,KeplerMorph,KeplerClass,TIC,TessMorph,TessClass,DR3
6370665,0.96,Ellipsoidal,138430610,,,2077425829401706496
5621294,0.6,SemiDetached,137411280,,,2053575394967947776
3124420,0.6,SemiDetached,138037920,,,2052248353154517248
8608310,0.65,SemiDetached,164652718,,,2106771657300675328
10858720,0.63,SemiDetached,290035575,,,2129409326108208512
5269407,0.53,SemiDetached,122294928,,,2101170538914684800
4729553,0.61,SemiDetached,120626764,,,2100343362569996928
5471619,0.6,SemiDetached,169815918,,,2073744385293635072
9788457,0.6,SemiDetached,273870931,,,2085538610305376128
9220600,0.64,SemiDetached,63451547,,,2126728308743100928
8758161,0.58,SemiDetached,270615728,,,2126446627608292480
11097678,0.9,Ellipsoidal,28228946,,,2086752363762020352
10063044,0.59,SemiDetached,158210931,,,2130696686723511808
8565912,0.59,SemiDetached,,,,2078403673192777984
8294484,0.58,SemiDetached,159178664,,,2126883683480221312
8913061,0.76,OverContact,239288756,,,2082169152620945536
9832545,0.59,SemiDetached,,,,2128338371723842688
8647309,0.65,SemiDetached,268307187,,,2079189995807822592
12016304,0.92,Ellipsoidal,26885617,,,2135880677891049856
9474485,0.53,SemiDetached,271663183,,,2080027548787461760
5534702,0.59,SemiDetached,137411725,,,2053571718475203072
4649324,0.63,SemiDetached,122293424,,,2100995029370757504
9345838,0.75,OverContact,275575030,,,2128047958913440640
3848919,0.57,SemiDetached,122716563,,,2052945649682442752
9419603,0.77,OverContact,273370942,,,2080244251359214592
8552540,0.57,SemiDetached,158844163,,,2127127122225065088
4647652,0.68,SemiDetached,122070918,,,2101042991264326912
5475624,0.66,SemiDetached,171028846,,,2073613479004875904
9402652,0.65,SemiDetached,159723646,,,2127530677352166144
9651155,0.68,SemiDetached,,,,2128262402341813248
5802834,0.88,Ellipsoidal,139157339,,,2076663966619338240
10736223,0.56,SemiDetached,27010220,,,2128843631675650560
6803335,0.95,Ellipsoidal,273778807,,,2078423631904379648
9164694,0.75,OverContact,271882620,,,2079996178345794048
5377349,0.62,SemiDetached,184162503,,,2076424895867678720
9343862,0.56,SemiDetached,63288644,,,2126746897361515264
3832716,0.57,SemiDetached,120499724,,,2100231624699938304
4484356,0.51,SemiDetached,184556122,,,2073302935682322048
7770471,0.57,SemiDetached,273035649,,,2078754761001418752
9724080,0.94,Ellipsoidal,272844687,,,2080320843514694144
5371109,0.89,Ellipsoidal,138641468,,,2076546357539729792
5623923,0.61,SemiDetached,,,,2053544952232812800
9592855,0.6,SemiDetached,270698296,,,2128163029676990848
9205993,0.56,SemiDetached,279912311,,,2106495405004231552
5809827,0.67,SemiDetached,239227462,,,2076780416077286400
7676610,0.85,Ellipsoidal,159105428,,,2102813720380137600
10661783,0.62,SemiDetached,406947878,,,2129388577124943104
6206751,0.56,SemiDetached,137626636,,,2053631156523041920
7456992,0.99,Ellipsoidal,271539232,,,2078012625010605312
9451096,0.54,SemiDetached,164784457,,,2107281521458169856
11134079,0.44,SemiDetached,267749117,,,2129574875626400000
6962018,0.45,SemiDetached,271758083,,,2077886593491156864
9053086,0.56,SemiDetached,240196861,,,2082183347496553856
5300878,0.5,SemiDetached,170345581,,,2073774591808198784
5097446,0.6,SemiDetached,137090953,,,2053453001277142784
4743626,0.95,Ellipsoidal,122603719,,,2053065526507821824
4574310,0.56,SemiDetached,138892474,,,2076259797324320896
5215700,0.58,SemiDetached,171027701,,,2073585510176856448
6220497,0.62,SemiDetached,184424413,,,2077021243481702016
9899416,0.6,SemiDetached,271547896,,,2080482158185702784
10879213,0.45,SemiDetached,28450222,,,2086493772369298048
9954225,0.56,SemiDetached,275488165,,,2128381252676011904
3851193,0.55,SemiDetached,137319204,,,2052768078556507264
3558822,0.71,OverContact,138888894,,,2052137057658738048
2305543,0.5,SemiDetached,137347686,,,2051789650647359488
8846978,0.77,OverContact,240196019,,,2082152698609548288
9953894,0.74,OverContact,240178198,,,2128297135736728832
7985167,0.47,SemiDetached,268605537,,,2078986002040888960
7177892,0.5,SemiDetached,164461124,,,2104970068840690432
9007918,0.52,SemiDetached,158113583,,,2106440425124182400
2305372,0.58,SemiDetached,137347875,,,2051793842535760256
9833618,0.61,SemiDetached,240178404,,,2128284255136086144
6314173,0.58,SemiDetached,171967916,,,2075353726713932800
11873166,0.47,SemiDetached,27776385,,,2135292954566999296
12216706,0.54,SemiDetached,27639585,,,2135374593306646016
11076279,0.55,SemiDetached,399953542,,,2131227441602346624
8081389,0.56,SemiDetached,164778372,,,2106596525714966912
8823397,0.55,SemiDetached,270615849,,,2126464357233304576
7700578,0.57,SemiDetached,273035117,,,2078735382108704640
8195877,0.48,SemiDetached,240193176,,,2076059995442715392
5513861,0.57,SemiDetached,120251815,,,2103639835867510656
7108433,0.55,SemiDetached,158922269,,,2102709477234796416
5444392,0.58,SemiDetached,122446076,,,2101192082470870912
9163674,0.54,SemiDetached,271545274,,,2079987416613752320
5774375,0.6,SemiDetached,120686652,,,2103794454691824128
11724091,0.55,SemiDetached,27991843,,,2087235328542463616
8043961,0.63,SemiDetached,272609309,,,2078813069478750720
6048106,0.55,SemiDetached,138220041,,,2077390846883825024
4677321,0.61,SemiDetached,169078070,,,2073272664755190912
5962514,0.56,SemiDetached,,,,2053609857785915136
9357275,0.52,SemiDetached,273042299,,,2080151789302986880
1433980,0.62,SemiDetached,137314140,,,2051705641084833280
8553788,0.54,SemiDetached,159047672,,,2126954258383144320
8262223,0.53,SemiDetached,239291500,,,2076076140212025216
6311637,0.56,SemiDetached,171094123,,,2075347340113181184
9101400,0.55,SemiDetached,272084882,,,2079811082437598848
5211385,0.9,Ellipsoidal,169814740,,,2073692334594282880
10735564,0.53,SemiDetached,26961075,,,2128848442038893696
8841616,0.59,SemiDetached,268610013,,,2079198173425835520
9282687,0.54,SemiDetached,63363382,,,2126733703221996032
9843435,0.59,SemiDetached,,,,2080336099239067136
9906590,0.63,SemiDetached,273373040,,,2080306240626310144
9711751,0.49,SemiDetached,63289629,,,2128265048042090752
11616200,0.49,SemiDetached,27234471,,,2135031511317504640
4380283,0.49,SemiDetached,139107074,,,2076265020004934912
4902030,0.39,Detached,237191978,,,2103503805663484672
8112013,0.47,SemiDetached,272489100,,,2078829459073922304
9110346,0.44,SemiDetached,274020593,,,2079422851752823040
5479973,0.58,SemiDetached,171975435,,,2075058340339015424
8411947,0.47,SemiDetached,164409582,,,2105356929432987392
10581918,0.54,SemiDetached,164456217,,,2107671057811634176
5962716,0.47,SemiDetached,137756086,,,2053609376749634816
9101279,0.58,SemiDetached,272084985,,,2079805103843400704
6363494,0.48,SemiDetached,137342155,,,2101713938176422016
9637265,0.88,Ellipsoidal,279911574,,,2106552613968915840
3338660,0.6,SemiDetached,122450906,,,2052825699834051200
4678875,0.55,SemiDetached,169456938,,,2073634507153380992
9637299,0.44,SemiDetached,279911561,,,2106553026285781888
2708156,0.57,SemiDetached,122375269,,,2051296416599937536
5296276,0.94,Ellipsoidal,169081194,,,2073727244089557888
11819135,0.57,SemiDetached,27187641,,,2135057659078885248
8330575,0.51,SemiDetached,185058326,,,2081882905944268288
3530668,0.48,SemiDetached,121085080,,,2099611775020988288
7549265,0.89,Ellipsoidal,273141646,,,2078729644032357888
3735597,0.67,SemiDetached,121457732,,,2099586722473811200
6863229,0.61,SemiDetached,63006634,,,2125770904692101760
4670267,0.6,SemiDetached,184164800,,,2076228667400687488
9207508,0.57,SemiDetached,158274148,,,2106463480509335424
5306862,0.54,SemiDetached,171879604,,,2073550768170415104
8380743,0.57,SemiDetached,272719092,,,2078932022892184064
9479460,0.53,SemiDetached,272845625,,,2080259923697814784
6470516,0.56,SemiDetached,171510964,,,2075371460650639104
5036538,0.36,Detached,169931561,,,2073665637077534976
9657096,0.94,Ellipsoidal,271354390,,,2080092312592633216
7025540,0.39,Detached,158992567,,,2102699615990109952
5039441,0.39,Detached,170740143,,,2073575717651114752
9540450,0.44,SemiDetached,272845524,,,2080260404734162432
11401845,0.56,SemiDetached,26415181,,,2129931701509187584
9851944,0.62,SemiDetached,268387175,,,2085510916355842304
6852488,0.56,SemiDetached,158723781,,,2102515275992040832
9108058,0.56,SemiDetached,273382627,,,2079376706626519040
9641031,0.44,SemiDetached,158660631,,,2130371574879626112
4544587,0.49,SemiDetached,120684604,,,2100291238847679872
11175495,0.66,SemiDetached,48188257,,,2143767990191236096
7097571,0.55,SemiDetached,164674992,,,2104259921767399168
9119652,0.43,SemiDetached,185061911,,,2082281891225618304
2308957,0.59,SemiDetached,137818107,,,2051824869377151104
7203179,0.56,SemiDetached,63368922,,,2125844438833660288
4665989,0.52,SemiDetached,378087071,,,2076451043623747072
11250867,0.38,Detached,27391284,,,2134791371106839168
7137798,0.51,SemiDetached,272950261,,,2078692947830919936
10547209,0.64,SemiDetached,272280918,,,2086596855884733312
6629588,0.55,SemiDetached,273505616,,,2076928197311883648
11811454,0.47,SemiDetached,407000096,,,2130046424375743232
2161623,0.54,SemiDetached,137315589,,,2051798274941842432
6466939,0.41,SemiDetached,170653053,,,2075409840479088512
10090246,0.63,SemiDetached,273045319,,,2080362315719887488
4909707,0.72,OverContact,121119758,,,2100579413973234944
7212722,0.43,SemiDetached,271671688,,,2077912363295265792
5017058,0.48,SemiDetached,,,,2053262343392836864
8906039,0.71,OverContact,274021417,,,2079308021507985664
10857342,0.57,SemiDetached,267749745,,,2129465027543720704
4851217,0.58,SemiDetached,184246521,,,2076326008537958912
4826439,0.54,SemiDetached,121865891,,,2101238055798369024
9236858,0.45,SemiDetached,273868474,,,2079476109348453504
9656543,0.37,Detached,271254559,,,2080097092898358656
10937609,0.5,SemiDetached,416527532,,,2086861116633163904
12257908,0.63,SemiDetached,350738423,,,2130183420952749568
8193315,0.43,SemiDetached,269264461,,,2076095214175381248
12164751,0.6,SemiDetached,27188686,,,2135240349807570176
9592575,0.46,SemiDetached,270618243,,,2128072564788836224
10583181,0.47,SemiDetached,164557531,,,2131631821362131456
6606653,0.59,SemiDetached,63121703,,,2101699919403565312
8429450,0.47,SemiDetached,159720951,,,2126233940828042368
7374746,0.37,Detached,271538850,,,2077917345457338368
8561192,0.56,SemiDetached,,,,2126579531075661184
9850387,0.47,SemiDetached,274198139,,,2085555137340101504
5565486,0.5,SemiDetached,171975104,,,2075059508589290368
3440230,0.54,SemiDetached,122450680,,,2052827349102229248
9767392,0.5,SemiDetached,159395530,,,2127619188038610688
12062660,0.5,SemiDetached,,,,2136113843070346368
11228612,0.33,Detached,48189935,,,2143775343175289472
5475712,0.53,SemiDetached,171029186,,,2073614814722716672
9886224,0.23,Detached,159174874,,,2127827682930266112
4848423,0.48,SemiDetached,138971570,,,2076286902851413376
6614926,0.41,SemiDetached,270948092,,,2077549661899258368
10014830,0.61,SemiDetached,275488133,,,2128386612795059712
9159301,0.55,SemiDetached,270616815,,,2127981747697646336
4908495,0.32,Detached,120902366,,,2100685791721862528
8940961,0.36,Detached,158320256,,,2106237603888256640
8016214,0.53,SemiDetached,158318687,,,2105692177401855104
5113053,0.41,SemiDetached,184010713,,,2076393044389355008
10489521,0.38,Detached,273875204,,,2086440828314235264
6525196,0.36,Detached,137757776,,,2077667962475652864
4365461,0.43,SemiDetached,137337040,,,2052984403165559040
11347875,0.86,Ellipsoidal,407001106,,,2129614423685623040
5288543,0.41,SemiDetached,184010005,,,2076396892680237696
8581658,0.36,Detached,268157671,,,2079094853694114048
3352751,0.5,SemiDetached,138569085,,,2052075248796229504
6891512,0.45,SemiDetached,268289462,,,2075449835211738752
11975363,0.39,Detached,28160089,,,2087272815017413760
9602595,0.55,SemiDetached,273043307,,,2080265558695009664
8153568,0.56,SemiDetached,158384807,,,2106028009484136704
2695740,0.85,Ellipsoidal,120970994,,,2099182587529309568
8378656,0.43,SemiDetached,272271986,,,2079589633922887168
8939650,0.37,Detached,158172624,,,2106436821649985152
10294608,0.37,Detached,268058008,,,2085679931909007360
6205460,0.58,SemiDetached,137408317,,,2101650166501484544
5294739,0.59,SemiDetached,239226034,,,2076726402567711360
6367628,0.59,SemiDetached,137902569,,,2077647484070832512
5802470,0.26,Detached,138967906,,,2076667544336262400
9291368,0.53,SemiDetached,272074412,,,2080006795505555200
6863840,0.31,Detached,63121143,,,2125724763865270528
9028024,0.86,Ellipsoidal,270787637,,,2127961788991154688
4474637,0.58,SemiDetached,377907057,,,2052438568667566976
10346522,0.59,SemiDetached,271039406,,,2128620087218323584
6545018,0.42,SemiDetached,169820995,,,2076927093496783744
8504570,0.35,Detached,271542951,,,2079829598033864064
8234477,0.5,SemiDetached,63126102,,,2126354646589984640
3097352,0.3,Detached,120629289,,,2099920978307195648
5021174,0.21,Detached,,,,2076475812693680128
4247791,0.26,Detached,121121622,,,2100409638208481536
10149845,0.85,Ellipsoidal,271423638,,,2128552913929965312
10480952,0.38,Detached,271877841,,,2080647707705712384
2162994,0.42,SemiDetached,137347657,,,2051789616287627136
5610698,0.54,SemiDetached,121790872,,,2101348934675161344
8095099,0.45,SemiDetached,159522672,,,2126103030225852288
8893936,0.69,SemiDetached,271257186,,,2079926702954987008
9520700,0.31,Detached,159050041,,,2127691824525228416
5343976,0.22,Detached,120423013,,,2103391243161452288
8957954,0.36,Detached,270616245,,,2127968729658199552
10491031,0.42,SemiDetached,268382936,,,2085692949948256896
12268220,0.54,SemiDetached,27844498,,,2135386791013636352
8301013,0.38,Detached,63209649,,,2126356983051726720
8868650,0.62,SemiDetached,164677806,,,2106759906270322688
5816806,0.33,Detached,170649652,,,2073826814305262208
9786017,0.55,SemiDetached,273372402,,,2080295967064393216
10206340,0.61,SemiDetached,159644070,,,2129156580171854720
10208759,0.51,SemiDetached,63204858,,,2128465434035330944
5738698,0.41,SemiDetached,172422394,,,2075087133820361088
10156064,0.32,Detached,272843045,,,2080376197054119936
5310435,0.53,SemiDetached,172877901,,,2074292874115889408
9652632,0.38,Detached,275575743,,,2128081635759799552
6044064,0.54,SemiDetached,137557187,,,2053624769912312320
5530881,0.27,Detached,122707725,,,2101518431265323392
6591789,0.25,Detached,158387638,,,2102438653776051456
8374499,0.28,Detached,271350313,,,2079820153405652992
7369523,0.4,Detached,270704947,,,2078152091187852288
9971475,0.23,Detached,268386729,,,2085516585712720512
8299947,0.25,Detached,,,,2126170650189408896
7129465,0.24,Detached,271434183,,,2077907930888783744
8953059,0.3,Detached,63066501,,,2126657939999133824
7376500,0.2,Detached,271958817,,,2078002454527933184
5266937,0.56,SemiDetached,121946741,,,2101279321845257472
3439031,0.33,Detached,122304494,,,2052871260847605120
10095512,0.24,Detached,268058937,,,2085569396631895552
11455484,0.3,Detached,26583439,,,2129761101110003200
5359678,0.27,Detached,122707274,,,2101510803402761344
10965963,0.22,Detached,399826900,,,2131161196027163264
9489411,0.66,SemiDetached,269271612,,,2085281801317731584
6766748,0.25,Detached,158723558,,,2102489403109000576
7362852,0.31,Detached,63007874,,,2125824269668584960
9944421,0.12,Detached,158786524,,,2130768807814876160
7938468,0.55,SemiDetached,351803550,,,2105276184048745600
8285254,0.28,Detached,352012107,,,2105915824938182656
6927629,0.21,Detached,164645583,,,2104911008748830336
6949550,0.15,Detached,63123000,,,2125731773252011136
12013615,0.27,Detached,26542730,,,2130109341356434176
2445134,0.16,Detached,351055919,,,2051806555638910720
5817566,0.47,SemiDetached,170735592,,,2073828875886603776
10026136,0.18,Detached,273045125,,,2080360254135520128
7597703,0.29,Detached,158725381,,,2102953568814985856
7877824,0.16,Detached,158215001,,,2105673794941783040
10275887,0.48,SemiDetached,63292596,,,2128458287209923456
9636559,0.14,Detached,164891859,,,2107298632608081280
8935352,0.39,Detached,164653837,,,2106813060785803136
5632781,0.23,Detached,184008771,,,2076611258777357824
4245897,0.51,SemiDetached,120893542,,,2100454894279988992
6301030,0.14,Detached,184426344,,,2077044260205334144
10454401,0.12,Detached,164723125,,,2131433462593518464
3953106,0.2,Detached,137093404,,,2052952693428998272
10936427,0.25,Detached,28449975,,,2086500511180694656
6286161,0.09,Detached,137409751,,,2101671778777026432
11616594,0.67,SemiDetached,27307817,,,2135036252962749184
3655326,0.11,Detached,138480047,,,2052375037510616832
2580872,0.12,Detached,137685288,,,2051845450860402816
9291748,0.17,Detached,272074277,,,2079818469781447424
7751562,0.13,Detached,159718812,,,2126036784649297792
8711548,0.07,Detached,268308030,,,2079193088184347648
2437149,0.11,Detached,122364626,,,2051292980625561216
10711913,0.08,Detached,48189140,,,2119689853773858816
11235323,0.29,Detached,399911554,,,2131271250268711296
8569819,0.17,Detached,271666640,,,2079666908974694656
5193386,0.32,Detached,,,,2053283131034904064
9474969,0.17,Detached,271773721,,,2080399557371396736
10491554,0.07,Detached,268382944,,,2085712882898821888
9658118,0.11,Detached,271662352,,,2080455430609044096
6778289,0.11,Detached,63122603,,,2125723492554930048
10857589,0.12,Detached,267749690,,,2129466195774336384
6877673,0.11,Detached,271960586,,,2077140781014126976
5866104,0.03,Detached,121602237,,,2102116462505150336
7677005,0.05,Detached,159180123,,,2102814441934643072
5392897,0.11,Detached,171583269,,,2073600456663918976
8129189,0.09,Detached,184998729,,,2075868955299329408
10920813,0.18,Detached,424864674,,,2129270207827318144
8414914,0.02,Detached,164726867,,,2106705755322266880
3644542,0.06,Detached,122717066,,,2052750756948482688
10292238,0.02,Detached,273682621,,,2086342112786460416
,,, 0000737546, 0.568,SemiDetached,4876695194334420096
,,, 0001045298, 0.641,SemiDetached,2486235213354054912
,,, 0001630690, 0.965,Ellipsoidal,3526392970080122752
,,, 0002236015, 0.373,Detached,181983575426242944
,,, 0003311888, 0.720,OverContact,183255985260080896
,,, 0005092088, 0.231,Detached,5436222157604889856
,,, 0005674169, 0.854,Ellipsoidal,107134287002625536
,,, 0005981829, 0.607,SemiDetached,3508402107991265920
,,, 0007211118, 0.534,SemiDetached,3041557579742275968
,,, 0007695666, 0.093,Detached,4840078845788245248
,,, 0007724421, 0.822,Ellipsoidal,4865477839267805952
,,, 0007849727, 0.635,SemiDetached,2114453601444545024
,,, 0007851729, 0.614,SemiDetached,2115167665527274368
,,, 0007854182, 0.615,SemiDetached,2121872762311382912
,,, 0008592033, 0.629,SemiDetached,1312084922355396352
,,, 0008624617, 0.602,SemiDetached,1325137529829065984
,,, 0008673277, 0.804,Ellipsoidal,1325067886936436224
,,, 0008677671, 0.564,SemiDetached,699818436454276864
,,, 0008769657, 0.574,SemiDetached,702082159096764288
,,, 0009036901, 0.599,SemiDetached,1283457247344012160
60017814,,, 0009070070, 0.831,Ellipsoidal,2436283197513649664
,,, 0009381557, 0.480,SemiDetached,3188027127148763136
,,, 0009461737, 0.574,SemiDetached,4030222836110555520
,,, 0009473243, 0.536,SemiDetached,1333162251022354048
,,, 0009825731, 0.700,SemiDetached,4600179255582837888
,,, 0009845586, 0.719,OverContact,5167790210591361152
,,, 0009945183, 0.531,SemiDetached,5163313888300833792
,,, 0010393493, 0.789,OverContact,4607233138071959936
,,, 0010756751, 0.571,SemiDetached,2526767987958943872
,,, 0011002748, 0.669,SemiDetached,3249803501488881024
,,, 0011113164, 0.629,SemiDetached,2060516302652344704
,,, 0011119600, 0.532,SemiDetached,2060833473081828480
,,, 0011480287, 0.600,SemiDetached,2060830419377577472
,,, 0011480757, 0.862,Ellipsoidal,2060828598311428480
,,, 0011487334, 0.809,Ellipsoidal,5033034134211438464
,,, 0011546041, 0.778,OverContact,5039922432824160384
,,, 0011704852, 0.548,SemiDetached,2061338462472512768
,,, 0011793277, 0.610,SemiDetached,2068658770354456320
,,, 0012029932, 0.733,OverContact,2057428083714593152
,,, 0012494582, 0.648,SemiDetached,2061256102182870528
,,, 0012632044, 0.849,Ellipsoidal,5165151485764431360
,,, 0012672792, 0.576,SemiDetached,2061291595788070656
,,, 0012673900, 0.635,SemiDetached,2061286682345952640
,,, 0012790306, 0.609,SemiDetached,2014647632459342848
,,, 0012915124, 0.524,SemiDetached,2061040593582519296
,,, 0013062255, 0.571,SemiDetached,4877160184671833984
,,, 0013068361, 0.808,Ellipsoidal,2383228394218770176
,,, 0013070701, 0.900,Ellipsoidal,2959321566043375360
,,, 0013135572, 0.739,OverContact,4876111834695900160
,,, 0013325340, 0.578,SemiDetached,2956554060916697344
,,, 0013345143, 0.784,OverContact,2954591157782712832
,,, 0013968858, 0.625,SemiDetached,2061233871414590208
,,, 0014207118, 0.626,SemiDetached,2061130001923197312
,,, 0014307980, 0.503,SemiDetached,3839523569453241600
,,, 0014617089, 0.633,SemiDetached,2058027214466067584
,,, 0014826027, 0.747,OverContact,3920345478051413632
,,, 0014842303, 0.674,SemiDetached,2058022369743648768
,,, 0014844585, 0.585,SemiDetached,2057908157974116864
,,, 0015613315, 0.650,SemiDetached,307646209605597056
,,, 0015795549, 0.597,SemiDetached,2064189358664519424
,,, 0016316642, 0.758,OverContact,2067818533010251776
,,, 0016485009, 0.829,Ellipsoidal,944566048304571776
,,, 0016617827, 0.720,OverContact,2064107926079227648
,,, 0017539192, 0.667,SemiDetached,1322422565038736384
,,, 0017562290, 0.756,OverContact,1318694155468986752
,,, 0018225199, 0.543,SemiDetached,296737989106264448
,,, 0018269802, 0.740,OverContact,4608674288577507456
,,, 0018271803, 0.594,SemiDetached,4601359272077948416
,,, 0018433724, 0.819,Ellipsoidal,4597990196652263296
,,, 0018534775, 0.757,OverContact,4601457914589504896
,,, 0018636142, 0.899,Ellipsoidal,4598138699441438080
,,, 0020176492, 0.557,SemiDetached,2882810400156716160
,,, 0020212631, 0.824,Ellipsoidal,1391924687894823296
,,, 0020876588, 0.532,SemiDetached,337686207308089472
,,, 0021126323, 0.525,SemiDetached,2123905931109529216
,,, 0021442712, 0.951,Ellipsoidal,4808506541195698688
,,, 0021729403, 0.690,SemiDetached,4804961303391839232
,,, 0022017780, 0.809,Ellipsoidal,1516514611046233344
,,, 0022818693, 0.128,Detached,1500910926140235136
,,, 0023139612, 0.799,OverContact,5180250215659097856
,,, 0023221002, 0.745,OverContact,5179913528878335872
,,, 0024077469, 0.297,Detached,1378476973492566400
,,, 0024194061, 0.561,SemiDetached,6041117934167263232
,,, 0024586751, 0.639,SemiDetached,2905533010535981696
,,, 0024972851, 0.336,Detached,5630315754100784000
,,, 0025226885, 0.520,SemiDetached,6818166264918748288
,,, 0026801525, 0.250,Detached,1944868020357285504
,,, 0028157482, 0.358,Detached,1451209873827963904
,,, 0028351918, 0.550,SemiDetached,105237148408077568
,,, 0029777922, 0.876,Ellipsoidal,4668672713959591680
,,, 0029778064, 0.635,SemiDetached,4668876157970252416
,,, 0029848012, 0.779,OverContact,2477860297709250176
,,, 0030028394, 0.895,Ellipsoidal,5158503559288848896
,,, 0030122338, 0.349,Detached,5331614213318715008
,,, 0031107108, 0.644,SemiDetached,4661475826286525568
,,, 0031118189, 0.773,OverContact,2907005256605202816
,,, 0031303242, 0.290,Detached,2908533371609754112
,,, 0031415131, 0.630,SemiDetached,4657339600951343744
,,, 0031653503, 0.549,SemiDetached,4671668569611227264
,,, 0031655792, 0.788,OverContact,4647319923270068992
,,, 0031810287, 0.233,Detached,5327167547777559552
,,, 0032200310, 0.726,OverContact,6619007776704670720
,,, 0032284829, 0.692,SemiDetached,5011852175845294080
,,, 0032543789, 0.826,Ellipsoidal,2907617650219819648
,,, 0033419790, 0.546,SemiDetached,2965687497853331328
,,, 0033576348, 0.665,SemiDetached,5024267831081840640
,,, 0033689349, 0.401,SemiDetached,2943015568086195968
,,, 0033715938, 0.529,SemiDetached,4629236113793068160
,,, 0033834253, 0.550,SemiDetached,4653416302929032960
,,, 0033862174, 0.592,SemiDetached,4627523418274306176
,,, 0034107676, 0.799,OverContact,3195212577372219136
,,, 0034145330, 0.610,SemiDetached,3196521030568578176
,,, 0034236395, 0.526,SemiDetached,3190750999704606464
,,, 0035009375, 0.763,OverContact,3789589802929723392
,,, 0035481236, 0.618,SemiDetached,2946311659129414144
,,, 0035744707, 0.709,OverContact,5178800543937745536
,,, 0036729364, 0.892,Ellipsoidal,5177976803569959936
,,, 0036883123, 0.744,OverContact,5173394868034819968
,,, 0037435039, 0.473,SemiDetached,5648046341168575616
,,, 0037601240, 0.623,SemiDetached,2912061017229342848
,,, 0037817410, 0.536,SemiDetached,3202234883261674368
,,, 0038021254, 0.904,Ellipsoidal,3198489809217227392
,,, 0038215399, 0.418,SemiDetached,897789765642169984
,,, 0038399380, 0.734,OverContact,5165343865939464704
,,, 0038423705, 0.809,Ellipsoidal,4670174165806480256
,,, 0038589392, 0.715,OverContact,3243523881345216256
,,, 0038687360, 0.739,OverContact,3194189584882388096
,,, 0038699825, 0.592,SemiDetached,4678279593727349632
,,, 0038707340, 0.857,Ellipsoidal,4678289519395835392
,,, 0039643723, 0.530,SemiDetached,922371890701728128
,,, 0040038743, 0.322,Detached,2059548247066234112
,,, 0040219040, 0.764,OverContact,2060127724055165184
6242801,,, 0040244907, 0.548,SemiDetached,2074464462324115456
3061259,,, 0040378419, 0.530,SemiDetached,2060364810582551296
,,, 0041170667, 0.917,Ellipsoidal,5283863866442446336
,,, 0041561453, 0.607,SemiDetached,5886609303209872384
,,, 0041865879, 0.573,SemiDetached,4984027698370924672
,,, 0041896812, 0.577,SemiDetached,5008388890312917504
5578621,,, 0041998476, 0.360,Detached,2074541874818100864
,,, 0042244951, 0.600,SemiDetached,2060025435110032896
,,, 0042828781, 0.557,SemiDetached,3104668413303476096
,,, 0042991745, 0.502,SemiDetached,3119898775351649536
,,, 0043398254, 0.793,OverContact,2317866241878732032
,,, 0043533897, 0.666,SemiDetached,3183779168271417216
,,, 0043712632, 0.743,OverContact,3183973610030739328
,,, 0043846099, 0.725,OverContact,3206917595908399232
,,, 0044623916, 0.616,SemiDetached,6544604168450855808
,,, 0044790502, 0.699,SemiDetached,4889204372482883584
,,, 0047309500, 0.773,OverContact,5883277782975181184
,,, 0047352608, 0.821,Ellipsoidal,3802317092402226432
,,, 0047380518, 0.525,SemiDetached,3803074277956127744
,,, 0047831368, 0.835,Ellipsoidal,6202781018584927744
,,, 0048335665, 0.698,SemiDetached,5435578122966028416
12448211,,, 0048356677, 0.142,Detached,2144465183642116864
,,, 0048372732, 0.553,SemiDetached,5462913115903780736
,,, 0048658291, 0.400,Detached,2923966529135941248
,,, 0049418981, 0.512,SemiDetached,3593728264755930496
,,, 0049547177, 0.768,OverContact,2896635453206978048
,,, 0049677785, 0.485,SemiDetached,2436478463906573440
,,, 0050189810, 0.412,SemiDetached,465643316106684032
,,, 0050758245, 0.561,SemiDetached,3064767239406714496
,,, 0050849800, 0.587,SemiDetached,516316302333109248
,,, 0050897998, 0.621,SemiDetached,3217626018825418752
,,, 0051955546, 0.593,SemiDetached,427422883173470336
,,, 0053178352, 0.706,OverContact,3789694668850876160
,,, 0053603189, 0.937,Ellipsoidal,2920996679510801408
,,, 0053896096, 0.691,SemiDetached,6812993170084162176
,,, 0053963396, 0.507,SemiDetached,510418556328785152
,,, 0054001270, 0.551,SemiDetached,6618111709087650048
,,, 0054018297, 0.560,SemiDetached,2457700412712178944
,,, 0054957535, 0.656,SemiDetached,5747619351127941504
,,, 0055369219, 0.471,SemiDetached,4760746504864058112
,,, 0055489734, 0.241,Detached,3034641239288494592
,,, 0055497281, 0.070,Detached,4677731006145097984
,,, 0055753802, 0.830,Ellipsoidal,1575432933756377472
,,, 0055778901, 0.756,OverContact,1573684680204473600
,,, 0055896456, 0.788,OverContact,3185615455770016000
,,, 0056001210, 0.845,Ellipsoidal,3185372321963580160
,,, 0057229803, 0.253,Detached,1356446295228910336
,,, 0057229962, 0.820,Ellipsoidal,1356535321311728256
,,, 0057232909, 0.425,SemiDetached,1352541968094852480
,,, 0058108085, 0.512,SemiDetached,164798139962321408
,,, 0059038877, 0.726,OverContact,37141885040921216
,,, 0060655023, 0.673,SemiDetached,5742207829772545920
,,, 0062762261, 0.106,Detached,6602069696999731968
